Date,Ticker,RSI,ATR_Pct,Overext,RR,MomCons,R_5d,Excess_5d,R_10d,Excess_10d,R_20d,Excess_20d
2024-10-17,AMD,45.83057770933908,0.036571435546875,0.020031120113505496,10.0,0.5,-0.017983984375,-0.012643574342429461,-0.077951953125,-0.05440957307497782,,
2024-10-17,GOOGL,49.35421684590177,0.019929664861193654,0.007882636310147184,2.868108476308059,0.5714285714285714,-0.0012887905884141292,0.004051619444156411,0.0502057352262937,0.07374811527631589,,
2024-10-18,AMD,45.51781584971471,0.036430999747734324,0.015597633838393632,10.0,0.5,0.0016669520087265754,0.011160892435729862,,,,
2024-10-18,GOOGL,50.60945654681907,0.019384747845386095,0.01071314306399529,1.8860301124452068,0.5714285714285714,0.011320686768260962,0.020814627195264248,,,,
2024-10-18,META,56.359188974205246,0.019630518007018767,0.05538922511433664,1.481748287591445,0.5,-0.0055856018711713164,0.00390833855583197,,,,
2024-10-21,AMD,48.14467059515701,0.034416004718476646,0.025010472493854463,7.720241295341704,0.5714285714285714,0.012792934455622627,0.01759037102425567,,,,
2024-10-21,MSFT,48.57784611810514,0.014451828983882633,-0.0020761722880240363,1.4426442254899026,0.5,0.01864947745751791,0.023446914026150956,,,,
2024-10-22,AMD,43.66852885757939,0.03599009912335275,-0.001966429470291464,10.0,0.5,0.07891494549357218,0.08157202581462467,,,,
2024-10-23,AMZN,47.287406308159696,0.020905361629582016,0.009660986555451334,1.6496140427557893,0.7142857142857143,0.043419353159872796,0.03992449924621999,,,,
2024-10-23,GOOGL,48.44755178662268,0.018789597831260878,0.006441320117003935,4.652195642033718,0.6428571428571429,0.07175332222777825,0.06825846831412545,,,,
2024-10-24,GOOGL,48.28950772770824,0.018607774128090223,0.005751645097782809,5.046548928055887,0.5714285714285714,0.05156097711674532,0.06986067502449653,,,,
2024-10-25,META,52.658181919521546,0.018978220597822566,0.040425792958582285,2.373418897022563,0.5,,,,,,
2024-10-30,AMD,41.04626025566858,0.03952604167048675,-0.043456395766329425,10.0,0.5,,,,,,
2024-10-31,AAPL,43.512966839341736,0.01781999706417727,-0.005529884851054878,2.5047506845130956,0.5714285714285714,,,,,,
2024-10-31,META,47.37744982288994,0.02311060553847703,0.022185257448620765,7.2905058708722885,0.5,,,,,,
2024-10-31,NVDA,49.182798910232535,0.03552059109600374,0.06023247323573555,1.3966845450740284,0.5714285714285714,,,,,,
